1	1915
2	1916
3	1916
4	1917
5	1917
6	1918
7	1918
8	1919
9	1919
10	1920
11	1920
12	1921
13	1921
14	1922
15	1922
16	1923
17	1923
18	1924
19	1924
20	1925
21	1925
22	1926
23	1926
24	1927
25	1927
26	1928
27	1928
28	1929
29	1929
30	1930
31	1930
32	1931
33	1931
34	1932
35	1932
36	1933
37	1933
38	1934
39	1934
40	1935
41	1935
42	1936
43	1936
44	1937
45	1937
46	1938
47	1938
48	1939
49	1939
50	1940
51	1940
52	1941
53	1941
54	1942
55	1942
56	1943
57	1943
58	1944
59	1944
60	1945
61	1945
62	1946
63	1946
64	1947
65	1947
66	1948
67	1948
68	1949
69	1949
70	1950
71	1950
72	1951
73	1951
74	1952
75	1952
76	1953
77	1954
78	1955
79	1956
80	1957
81	1958
82	1959
83	1960
84	1961
85	1962
86	1963
87	1964
88	1965
89	1966
90	1967
91	1968
92	1969
93	1970
94	1971
95	1972
96	1973
97	1974
98	1975
99	1976
100	1977
101	1978
102	1979
103	1980
104	1981
105	1982
106	1983
107	1984
108	1985
109	1986
110	1987
111	1988
112	1989
113	1990
114	1991
115	1992
116	1993
117	1994
118	1995
119	1996
120	1997
121	1998
122	1999
123	2000
124	2001
125	2002
126	2003
127	2004
128	2005
129	2006
130	2007
